timestamp,stroke_id,x,y,z
1772834352.654706,1,-63,88,-184
1772834352.654726,1,-63,172,-184
1772834352.6547408,1,-63,172,-244
1772834352.6558626,1,-52,172,-244
1772834352.6558774,1,-52,208,-244
1772834352.655893,1,-52,208,-290
1772834352.6849093,1,6,208,-290
1772834352.684928,1,6,280,-290
1772834352.6849418,1,6,280,-330
1772834352.6859014,1,40,280,-330
1772834352.6859164,1,40,324,-330
1772834352.6859303,1,40,324,-338
1772834352.7196815,1,60,324,-338
1772834352.7196972,1,60,406,-338
1772834352.7197115,1,60,406,-310
1772834352.7208936,1,29,406,-310
1772834352.7209084,1,29,438,-310
1772834352.7209246,1,29,438,-264
1772834352.724589,1,-104,438,-264
1772834352.7246041,1,-104,480,-264
1772834352.724618,1,-104,480,-130
1772834352.7571194,1,-160,480,-130
1772834352.7571347,1,-160,496,-130
1772834352.7571485,1,-160,496,-54
1772834352.7583444,1,-197,496,-54
1772834352.7583616,1,-197,497,-54
1772834352.7583756,1,-197,497,32
1772834352.764594,1,-210,497,32
1772834352.7646089,1,-210,498,32
1772834352.7646227,1,-210,498,250
1772834352.7933457,1,-194,498,250
1772834352.7933612,1,-194,490,250
1772834352.7933748,1,-194,490,412
1772834352.7945902,1,-172,490,412
1772834352.794604,1,-172,426,412
1772834352.7946177,1,-172,426,478
1772834352.8233426,1,-81,426,478
1772834352.823357,1,-81,290,478
1772834352.823371,1,-81,290,496
1772834352.8245885,1,-27,290,496
1772834352.8246028,1,-27,250,496
1772834352.8246195,1,-27,250,497
1772834352.8258274,1,9,250,497
1772834352.8258426,1,9,224,497
1772834352.858349,1,8,224,497
1772834352.858364,1,8,198,497
1772834352.858378,1,8,198,498
1772834352.8596013,1,-1,198,498
1772834352.8596158,1,-1,158,498
1772834352.8596296,1,-1,158,499
1772834353.213458,2,-14,146,-276
1772834353.2134762,2,-14,170,-276
1772834353.21349,2,-14,170,-256
1772834353.2209609,2,-28,170,-256
1772834353.220977,2,-28,170,-218
1772834353.2408955,2,-29,170,-218
1772834353.2409105,2,-29,166,-218
1772834353.2409244,2,-29,166,-212
1772834353.2533445,2,-21,166,-212
1772834353.2533598,2,-21,190,-212
1772834353.2533736,2,-21,190,-234
1772834353.2608738,2,-20,190,-234
1772834353.2608883,2,-20,216,-234
1772834353.2609022,2,-20,216,-256
1772834353.2883625,2,-15,216,-256
1772834353.2883906,2,-15,248,-256
1772834353.288405,2,-15,248,-262
1772834353.2895782,2,-3,248,-262
1772834353.2895925,2,-3,286,-262
1772834353.2896063,2,-3,286,-238
1772834353.2920606,2,17,286,-238
1772834353.2920752,2,17,338,-238
1772834353.2920887,2,17,338,-192
1772834353.3208818,2,37,338,-192
1772834353.3208973,2,37,390,-192
1772834353.3209114,2,37,390,-144
1772834353.322092,2,44,390,-144
1772834353.3221154,2,44,438,-144
1772834353.322129,2,44,438,-94
1772834353.3508346,2,-4,438,-94
1772834353.3508494,2,-4,494,-94
1772834353.3508635,2,-4,494,42
1772834353.35209,2,-51,494,42
1772834353.3521044,2,-51,498,42
1772834353.3521183,2,-51,498,128
1772834353.3808613,2,-127,498,128
1772834353.3808763,2,-127,462,128
1772834353.3808901,2,-127,462,324
1772834353.3820937,2,-142,462,324
1772834353.382108,2,-142,386,324
1772834353.3821216,2,-142,386,416
1772834353.4108121,2,-96,386,416
1772834353.4108262,2,-96,254,416
1772834353.4108443,2,-96,254,492
1772834353.4120824,2,-76,254,492
1772834353.4120972,2,-76,238,492
1772834353.4121106,2,-76,238,498
1772834353.440858,2,-135,238,498
1772834353.4408724,2,-135,164,498
1772834353.4408863,2,-135,164,499
1772834353.4421048,2,-172,164,499
1772834353.44212,2,-172,122,499
1772834353.4421337,2,-172,122,500
1772834353.7859669,3,-207,34,-62
1772834353.7859857,3,-207,34,-32
1772834353.787076,3,-227,34,-32
1772834353.78709,3,-227,35,-32
1772834353.787104,3,-227,35,-8
1772834353.7883267,3,-247,35,-8
1772834353.788351,3,-247,28,-8
1772834353.788365,3,-247,28,8
1772834353.7983286,3,-257,28,8
1772834353.7983432,3,-257,32,8
1772834353.7983572,3,-257,32,20
1772834353.8258348,3,-253,32,20
1772834353.8258505,3,-253,44,20
1772834353.825864,3,-253,44,30
1772834353.8270533,3,-239,44,30
1772834353.8270676,3,-239,60,30
1772834353.8270817,3,-239,60,40
1772834353.8295593,3,-225,60,40
1772834353.8295743,3,-225,68,40
1772834353.8295882,3,-225,68,48
1772834353.8570728,3,-218,68,48
1772834353.8570895,3,-218,68,52
1772834353.8582225,3,-212,68,52
1772834353.858238,3,-212,68,53
1772834353.859566,3,-205,68,53
1772834353.8595817,3,-205,68,62
1772834353.8870895,3,-194,68,62
1772834353.8871038,3,-194,69,62
1772834353.8871176,3,-194,69,70
1772834353.8883076,3,-182,69,70
1772834353.8883226,3,-182,74,70
1772834353.8883364,3,-182,74,78
1772834353.8908074,3,-167,74,78
1772834353.8908222,3,-167,82,78
1772834353.8908362,3,-167,82,88
1772834353.9195924,3,-149,82,88
1772834353.9196079,3,-149,92,88
1772834353.919622,3,-149,92,94
1772834353.92087,3,-122,92,94
1772834353.9208858,3,-122,102,94
1772834353.9208996,3,-122,102,95
1772834353.9495723,3,-37,102,95
1772834353.949588,3,-37,130,95
1772834353.9496017,3,-37,130,94
1772834353.9508176,3,-3,130,94
1772834353.9508328,3,-3,130,104
1772834353.984555,3,64,130,104
1772834353.9845695,3,64,136,104
1772834353.9845839,3,64,136,110
1772834353.9858057,3,106,136,110
1772834353.9908366,3,157,136,110
1772834353.9908512,3,157,118,110
1772834353.9908652,3,157,118,134
