timestamp,stroke_id,x,y,z
1772834506.8196096,1,22,82,-149
1772834506.819629,1,22,98,-149
1772834506.8196435,1,22,98,-178
1772834506.8507726,1,46,98,-178
1772834506.850788,1,46,174,-178
1772834506.8508043,1,46,174,-150
1772834506.8520038,1,63,174,-150
1772834506.8520184,1,63,202,-150
1772834506.8520324,1,63,202,-162
1772834506.8595476,1,44,202,-162
1772834506.8595617,1,44,248,-162
1772834506.8595757,1,44,248,-178
1772834506.8882682,1,23,248,-178
1772834506.8882842,1,23,266,-178
1772834506.8882983,1,23,266,-174
1772834506.889488,1,17,266,-174
1772834506.8895025,1,17,340,-174
1772834506.8895183,1,17,340,-146
1772834506.9170146,1,24,340,-146
1772834506.9170294,1,24,382,-146
1772834506.9170432,1,24,382,-112
1772834506.918229,1,24,416,-112
1772834506.9182441,1,24,416,-62
1772834506.922001,1,7,416,-62
1772834506.9220152,1,7,440,-62
1772834506.9220316,1,7,440,-8
1772834506.953237,1,-17,440,-8
1772834506.9532511,1,-17,448,-8
1772834506.9532652,1,-17,448,38
1772834506.9545186,1,-44,448,38
1772834506.9545329,1,-44,454,38
1772834506.954547,1,-44,454,72
1772834506.9620519,1,-83,454,72
1772834506.9620686,1,-83,468,72
1772834506.9620829,1,-83,468,130
1772834506.9945242,1,-94,468,130
1772834506.9945393,1,-94,478,130
1772834506.9945533,1,-94,478,152
1772834507.0020545,1,-167,478,152
1772834507.0020683,1,-167,422,152
1772834507.002082,1,-167,422,322
1772834507.0232315,1,-179,422,322
1772834507.0232458,1,-179,380,322
1772834507.0232596,1,-179,380,358
1772834507.0557547,1,-147,380,358
1772834507.0557687,1,-147,352,358
1772834507.0557833,1,-147,352,376
1772834507.0569925,1,-131,352,376
1772834507.057007,1,-131,332,376
1772834507.0570207,1,-131,332,436
1772834507.0632584,1,-164,332,436
1772834507.0632727,1,-164,226,436
1772834507.0632865,1,-164,226,498
1772834507.094487,1,-209,226,498
1772834507.094502,1,-209,156,498
1772834507.095745,1,-236,156,498
1772834507.0957592,1,-236,110,498
1772834507.0957727,1,-236,110,499
1772834507.103314,1,-204,110,499
1772834507.1033285,1,-204,82,499
1772834507.1033425,1,-204,82,500
1772834507.1243923,1,-178,82,500
1772834507.1244066,1,-178,62,500
1772834507.1244202,1,-178,62,499
1772834507.1582413,1,-140,62,499
1772834507.158266,1,-140,28,499
1772834507.1594975,1,-127,28,499
1772834507.159512,1,-127,16,499
1772834507.1595259,1,-127,16,498
1772834507.1632526,1,-132,16,498
1772834507.163267,1,-132,-10,498
1772834507.1632807,1,-132,-10,456
1772834507.4758754,2,-45,30,-71
1772834507.4758935,2,-45,34,-71
1772834507.4759078,2,-45,34,-70
1772834507.4769998,2,-57,34,-70
1772834507.477014,2,-57,28,-70
1772834507.4770362,2,-57,28,-60
1772834507.4794953,2,-73,28,-60
1772834507.47951,2,-73,24,-60
