timestamp,stroke_id,x,y,z
1772836088.978319,1,-165,-35,-70
1772836088.978338,1,-165,-22,-70
1772836088.9783516,1,-165,-22,-48
1772836088.979474,1,-166,-22,-48
1772836088.9794886,1,-166,-18,-48
1772836088.9795043,1,-166,-18,-28
1772836089.0107682,1,-184,-18,-28
1772836089.0107832,1,-184,-19,-28
1772836089.010797,1,-184,-19,6
1772836089.011984,1,-189,-19,6
1772836089.0119982,1,-189,-18,6
1772836089.0120118,1,-189,-18,7
1772836089.0195408,1,-200,-18,7
1772836089.019555,1,-200,-12,7
1772836089.019569,1,-200,-12,28
1772836089.0469897,1,-204,-12,28
1772836089.0470035,1,-204,-11,28
1772836089.047019,1,-204,-11,40
1772836089.050721,1,-213,-11,40
1772836089.0507362,1,-213,-10,40
1772836089.05075,1,-213,-10,62
1772836089.0807233,1,-214,-10,62
1772836089.0807765,1,-214,-4,62
1772836089.0807924,1,-214,-4,70
1772836089.0819664,1,-213,-4,70
1772836089.0819836,1,-213,2,70
1772836089.0819972,1,-213,2,78
1772836089.1132076,1,-195,2,78
1772836089.1132214,1,-195,24,78
1772836089.1144643,1,-177,24,78
1772836089.1144779,1,-177,40,78
1772836089.122035,1,-135,40,78
1772836089.122049,1,-135,66,78
1772836089.1220646,1,-135,66,79
1772836089.149476,1,-122,66,79
1772836089.1494904,1,-122,70,79
1772836089.1495037,1,-122,70,78
1772836089.1519716,1,-80,70,78
1772836089.1519856,1,-80,88,78
1772836089.151999,1,-80,88,62
1772836089.1819708,1,-55,88,62
1772836089.181989,1,-55,96,62
1772836089.1820028,1,-55,96,54
1772836089.1831934,1,-30,96,54
1772836089.1832078,1,-30,106,54
1772836089.1832213,1,-30,106,58
1772836089.2157307,1,24,106,58
1772836089.2157454,1,24,112,58
1772836089.2157588,1,24,112,120
1772836089.2219515,1,57,112,120
1772836089.2219656,1,57,111,120
1772836089.2219794,1,57,111,166
1772836089.251957,1,134,111,166
1772836089.2519748,1,134,94,166
1772836089.2519884,1,134,94,167
1772836089.259465,1,166,94,167
1772836089.2594788,1,166,86,167
1772836089.2594924,1,166,86,140
1772836089.2632036,1,255,86,140
1772836089.263218,1,255,85,140
1772836089.2632313,1,255,85,136
1772836089.2919526,1,283,85,136
1772836089.291967,1,283,76,136
1772836089.2919805,1,283,76,158
1772836089.2932346,1,281,76,158
1772836089.2932608,1,281,56,158
1772836089.2932744,1,281,56,178
1772836089.5958087,2,-31,-78,-178
1772836089.595826,2,-31,-56,-178
1772836089.5958397,2,-31,-56,-210
1772836089.623414,2,-3,-56,-210
1772836089.6234322,2,-3,-26,-210
1772836089.623446,2,-3,-26,-230
1772836089.6244712,2,-11,-26,-230
1772836089.624486,2,-11,-25,-230
1772836089.624499,2,-11,-25,-212
1772836089.6257315,2,-22,-25,-212
1772836089.6257532,2,-22,-24,-212
1772836089.625767,2,-22,-24,-200
1772836089.6619892,2,-31,-24,-200
1772836089.662004,2,-31,-20,-200
1772836089.6620173,2,-31,-20,-194
1772836089.6632295,2,-25,-20,-194
1772836089.6632442,2,-25,-8,-194
1772836089.6632576,2,-25,-8,-190
1772836089.6669424,2,13,-8,-190
1772836089.666957,2,13,50,-190
1772836089.6669707,2,13,50,-189
1772836089.6957903,2,31,50,-189
1772836089.695806,2,31,86,-189
1772836089.6958194,2,31,86,-187
1772836089.6969872,2,32,86,-187
1772836089.697001,2,32,112,-187
1772836089.6970298,2,32,112,-166
1772836089.6982083,2,25,112,-166
1772836089.6982224,2,25,130,-166
1772836089.6982358,2,25,130,-136
1772836089.7269797,2,15,130,-136
1772836089.7269945,2,15,144,-136
1772836089.7270076,2,15,144,-104
1772836089.7282214,2,1,144,-104
1772836089.7282364,2,1,156,-104
1772836089.7282498,2,1,156,-78
1772836089.7644565,2,-28,156,-78
1772836089.7644708,2,-28,180,-78
1772836089.7644844,2,-28,180,-42
1772836089.7657204,2,-36,180,-42
1772836089.765735,2,-36,194,-42
1772836089.7657483,2,-36,194,-34
1772836089.7682185,2,-52,194,-34
1772836089.7682333,2,-52,228,-34
1772836089.768247,2,-52,228,-8
1772836089.7969959,2,-59,228,-8
1772836089.7970104,2,-59,246,-8
1772836089.7970238,2,-59,246,18
1772836089.7982135,2,-58,246,18
1772836089.7982275,2,-58,262,18
1772836089.7982414,2,-58,262,48
1772836089.8294528,2,-56,262,48
1772836089.829467,2,-56,290,48
1772836089.8294804,2,-56,290,116
1772836089.8307295,2,-55,290,116
1772836089.830745,2,-55,290,142
1772836089.8383002,2,-50,290,142
1772836089.8383148,2,-50,280,142
1772836089.8383286,2,-50,280,182
1772836089.8682559,2,-48,280,182
1772836089.868271,2,-48,280,214
1772836089.8694525,2,-71,280,214
1772836089.8694737,2,-71,256,214
1772836089.8694873,2,-71,256,300
1772836089.8895602,2,-111,256,300
1772836089.889576,2,-111,188,300
1772836089.8895895,2,-111,188,342
1772836089.9507346,2,-95,188,342
1772836089.9507504,2,-95,128,342
1772836089.9507647,2,-95,128,314
1772836089.9519553,2,-93,128,314
1772836089.9519696,2,-93,120,314
1772836089.9519835,2,-93,120,296
1772836089.983214,2,-87,120,296
1772836089.9832294,2,-87,104,296
1772836089.9832428,2,-87,104,264
