label,filename,duration_sec,num_strokes,x_mean,x_std,x_min,x_max,x_range,y_mean,y_std,y_min,y_max,y_range,z_mean,z_std,z_min,z_max,z_range
q,q_13.csv,1.4072566032409668,2,-81.94782608695652,115.95552102213796,-304,124,428,153.12173913043478,64.77143526784428,-16,332,348,89.43913043478261,161.1272605591941,-123,410,533
q,q_14.csv,1.476165771484375,2,-75.62068965517241,120.75843692912561,-237,285,522,187.61206896551724,92.2717398029517,4,352,348,81.90517241379311,151.26903177164291,-156,364,520
q,q_15.csv,1.3162269592285156,2,-79.20673076923077,120.22740350482376,-276,96,372,225.9278846153846,104.5832751491086,18,410,392,83.79326923076923,169.2450715796321,-242,406,648
q,q_16.csv,1.4036381244659424,2,-66.87317073170732,108.96430208835855,-248,120,368,196.65853658536585,56.47349272181473,70,282,212,102.85365853658537,128.3567258363653,-134,294,428
q,q_17.csv,1.533674955368042,2,-46.847908745247146,91.24239833127771,-209,148,357,186.02661596958174,86.76380180785928,8,366,358,103.09505703422053,131.65642632926978,-162,329,491
q,q_18.csv,1.4914963245391846,2,-70.63636363636364,100.61788363021788,-290,84,374,174.71074380165288,75.97689515757217,-16,314,330,82.60330578512396,134.55178270721774,-132,314,446
q,q_19.csv,1.5812404155731201,2,-66.91881918819188,109.24651386966356,-280,95,375,176.42435424354244,83.47273228009058,-26,310,336,81.5129151291513,146.86097866623348,-124,372,496
q,q_2.csv,1.2549693584442139,2,-80.34158415841584,126.21440793196814,-317,134,451,151.72772277227722,74.84557982716184,-22,278,300,121.77227722772277,198.94927382622552,-276,474,750
q,q_20.csv,1.5812664031982422,2,-45.42857142857143,99.09403903075388,-280,105,385,137.9004329004329,68.8887164975611,-17,274,291,107.35497835497836,133.02979221367136,-68,354,422
q,q_21.csv,1.4249749183654785,2,-56.819327731092436,94.11809690461762,-234,92,326,156.4579831932773,60.91950419079292,12,245,233,93.60924369747899,130.7517482140448,-104,374,478
q,q_22.csv,1.4412732124328613,2,-58.87012987012987,101.33049894745206,-276,126,402,138.94805194805195,45.84811297730691,8,232,224,105.21212121212122,138.1322083471925,-156,358,514
q,q_23.csv,1.4662513732910156,2,-57.8724279835391,92.18488979254684,-240,96,336,176.21810699588477,73.99551696073232,-4,294,298,80.22222222222223,130.36604536889186,-114,322,436
q,q_24.csv,1.5788347721099854,2,-47.751937984496124,75.23690532112309,-158,105,263,144.2248062015504,61.187120069616434,-10,306,316,86.7015503875969,131.560730297235,-144,330,474
q,q_25.csv,1.5650498867034912,2,-45.82377049180328,93.61147757112902,-224,141,365,151.60655737704917,53.60541053968696,4,290,286,95.27868852459017,128.81905913577722,-112,298,410
q,q_3.csv,1.2461347579956055,2,-61.243654822335024,126.26826609765739,-292,153,445,159.25888324873097,63.2708704356537,-22,290,312,125.51776649746193,200.1110812419001,-210,495,705
q,q_4.csv,1.3161168098449707,2,-44.994594594594595,152.96236029257318,-293,244,537,194.6054054054054,61.87084173970255,22,306,284,135.44324324324324,157.24927687077206,-182,429,611
